序号,订单编号,所属用户,姓名,级别,所属国家,认证国家,所属上级,产品,购买方向,交易模式,初始保证金,最终保证金,包含体验金,杠杆,执行价,仓位,止盈价,止损价,当前价格,实时盈亏,手续费,追加手续费,每日过夜费用,过夜总费用,是否过夜,设备类型,下单时间,
85,4b7e486b5bbe44db9861729792abc5e7,	10555200,,普通用户,其他,其他,	moonxbt,BTC,买涨,杠杆模式,10.000000,10.000000,10.000000,10.000000,32785.11000000,0.003050,39078.70000000,29960.33000000,32712.04250000,-0.222855,0.050000,0.000000,0.060000,0.000000,是,Web,2021-06-24 11:33:19,
86,6b0639a6f4234a9e85529eca427363d5,	10555200,,普通用户,其他,其他,	moonxbt,BTC,买涨,杠杆模式,10.000000,10.000000,10.000000,10.000000,32792.12000000,0.003049,39078.70000000,29960.33000000,32712.04250000,-0.244156,0.050000,0.000000,0.060000,0.000000,是,Web,2021-06-24 11:33:18,
87,0adb23e203df497ea039c17f8ef3e667,	10555200,,普通用户,其他,其他,	moonxbt,BTC,买涨,杠杆模式,10.000000,10.000000,10.000000,10.000000,32792.12000000,0.003049,39078.70000000,29960.33000000,32712.04250000,-0.244156,0.050000,0.000000,0.060000,0.000000,是,Web,2021-06-24 11:33:18,
88,d28dee6f80ac4d4e8d87be94639b9c02,	10555200,,普通用户,其他,其他,	moonxbt,BTC,买涨,杠杆模式,10.000000,10.000000,10.000000,10.000000,32795.51750000,0.003049,39078.70000000,29960.33000000,32712.04250000,-0.254515,0.050000,0.000000,0.060000,0.000000,是,Web,2021-06-24 11:33:17,
89,40903e7c7e9d4379bb9bcc338e52576e,	10555200,,普通用户,其他,其他,	moonxbt,BTC,买涨,杠杆模式,10.000000,10.000000,10.000000,10.000000,32795.51750000,0.003049,39078.70000000,29960.33000000,32712.04250000,-0.254515,0.050000,0.000000,0.060000,0.000000,是,Web,2021-06-24 11:33:17,
90,3c0ebd44da04493db11492b2652c74e4,	10555200,,普通用户,其他,其他,	moonxbt,BTC,买涨,杠杆模式,10.000000,10.000000,10.000000,10.000000,32785.79000000,0.003050,39078.70000000,29960.33000000,32712.04250000,-0.224929,0.050000,0.000000,0.060000,0.000000,是,Web,2021-06-24 11:33:16,
91,8c8b30ed2cf04eec946c005800d4705c,	10555200,,普通用户,其他,其他,	moonxbt,BTC,买涨,杠杆模式,10.000000,10.000000,10.000000,10.000000,32785.79000000,0.003050,39078.70000000,29960.33000000,32712.04250000,-0.224929,0.050000,0.000000,0.060000,0.000000,是,Web,2021-06-24 11:33:16,
92,03430d6b130c46878af8f70233e77ce5,	10555200,,普通用户,其他,其他,	moonxbt,BTC,买涨,杠杆模式,10.000000,10.000000,10.000000,10.000000,32788.49000000,0.003049,39078.70000000,29960.33000000,32712.04250000,-0.233088,0.050000,0.000000,0.060000,0.000000,是,Web,2021-06-24 11:33:15,
93,c2d262b3d587467b9d30b2cb331a7300,	10555200,,普通用户,其他,其他,	moonxbt,BTC,买涨,杠杆模式,10.000000,10.000000,10.000000,10.000000,32788.49000000,0.003049,39078.70000000,29960.33000000,32712.04250000,-0.233088,0.050000,0.000000,0.060000,0.000000,是,Web,2021-06-24 11:33:15,
94,106b344275104e3f86610cd4fd9fbb39,	10555200,,普通用户,其他,其他,	moonxbt,BTC,买涨,杠杆模式,10.000000,10.000000,10.000000,10.000000,32795.88500000,0.003049,39078.70000000,29960.33000000,32712.04250000,-0.255635,0.050000,0.000000,0.060000,0.000000,是,Web,2021-06-24 11:33:14,
95,1abc516415fb499cbfe3a48156b51e8f,	10555200,,普通用户,其他,其他,	moonxbt,BTC,买涨,杠杆模式,10.000000,10.000000,10.000000,10.000000,32795.88500000,0.003049,39078.70000000,29960.33000000,32712.04250000,-0.255635,0.050000,0.000000,0.060000,0.000000,是,Web,2021-06-24 11:33:14,
96,164f56c5363447ba9b26ede68e1fea01,	10555200,,普通用户,其他,其他,	moonxbt,BTC,买涨,杠杆模式,10.000000,10.000000,10.000000,10.000000,32789.31500000,0.003049,39078.70000000,29960.33000000,32712.04250000,-0.235603,0.050000,0.000000,0.060000,0.000000,是,Web,2021-06-24 11:33:13,
97,a2411fa309304697bd228b00ee7f3a97,	10555200,,普通用户,其他,其他,	moonxbt,BTC,买涨,杠杆模式,10.000000,10.000000,10.000000,10.000000,32789.31500000,0.003049,39078.70000000,29960.33000000,32712.04250000,-0.235603,0.050000,0.000000,0.060000,0.000000,是,Web,2021-06-24 11:33:13,
98,3afec47739fe4fe3a46abd427655e3e8,	10555200,,普通用户,其他,其他,	moonxbt,BTC,买涨,杠杆模式,10.000000,10.000000,10.000000,10.000000,32789.10000000,0.003049,39078.70000000,29960.33000000,32712.04250000,-0.234948,0.050000,0.000000,0.060000,0.000000,是,Web,2021-06-24 11:33:12,
99,b49e6f16eb434897bda3c00bd2992153,	10555200,,普通用户,其他,其他,	moonxbt,BTC,买涨,杠杆模式,10.000000,10.000000,10.000000,10.000000,32789.10000000,0.003049,39078.70000000,29960.33000000,32712.04250000,-0.234948,0.050000,0.000000,0.060000,0.000000,是,Web,2021-06-24 11:33:12,
100,9731ad9c2f19435895cd4bbb7e2ce9a7,	10555200,,普通用户,其他,其他,	moonxbt,BTC,买涨,杠杆模式,10.000000,10.000000,10.000000,10.000000,32801.11500000,0.003048,39078.70000000,29960.33000000,32712.04250000,-0.271492,0.050000,0.000000,0.060000,0.000000,是,Web,2021-06-24 11:33:11,
101,f5b3d3f898454240a31b311e57cc2b2e,	10555200,,普通用户,其他,其他,	moonxbt,BTC,买涨,杠杆模式,10.000000,10.000000,10.000000,10.000000,32801.11500000,0.003048,39078.70000000,29960.33000000,32712.04250000,-0.271492,0.050000,0.000000,0.060000,0.000000,是,Web,2021-06-24 11:33:11,
102,a06346c1375e485caac6c1147236558b,	10555200,,普通用户,其他,其他,	moonxbt,BTC,买涨,杠杆模式,10.000000,10.000000,10.000000,10.000000,32771.71500000,0.003051,39078.70000000,29960.33000000,32712.04250000,-0.182060,0.050000,0.000000,0.060000,0.000000,是,Web,2021-06-24 11:33:10,
103,d9c8c563df4746a9a7da19feefc12414,	10555200,,普通用户,其他,其他,	moonxbt,BTC,买涨,杠杆模式,10.000000,10.000000,10.000000,10.000000,32771.71500000,0.003051,39078.70000000,29960.33000000,32712.04250000,-0.182060,0.050000,0.000000,0.060000,0.000000,是,Web,2021-06-24 11:33:10,
104,d8f5ba641a694d16adff28a27e5a9b7e,	10555200,,普通用户,其他,其他,	moonxbt,BTC,买涨,杠杆模式,10.000000,10.000000,10.000000,10.000000,32761.61500000,0.003052,39078.70000000,29960.33000000,32712.04250000,-0.151295,0.050000,0.000000,0.060000,0.000000,是,Web,2021-06-24 11:33:09,
105,7fc8e9f0a3f24f2eb9bd94c2272b2b3e,	10555200,,普通用户,其他,其他,	moonxbt,BTC,买涨,杠杆模式,10.000000,10.000000,10.000000,10.000000,32761.61500000,0.003052,39078.70000000,29960.33000000,32712.04250000,-0.151295,0.050000,0.000000,0.060000,0.000000,是,Web,2021-06-24 11:33:09,
106,1c51cbe96d064db4afcafec7316f7d8a,	10555200,,普通用户,其他,其他,	moonxbt,BTC,买涨,杠杆模式,10.000000,10.000000,10.000000,10.000000,32758.48000000,0.003052,39078.70000000,29960.33000000,32712.04250000,-0.141727,0.050000,0.000000,0.060000,0.000000,是,Web,2021-06-24 11:33:08,
107,e1ba36cf98304db48cabd1b3440e653f,	10555200,,普通用户,其他,其他,	moonxbt,BTC,买涨,杠杆模式,10.000000,10.000000,10.000000,10.000000,32758.48000000,0.003052,39078.70000000,29960.33000000,32712.04250000,-0.141727,0.050000,0.000000,0.060000,0.000000,是,Web,2021-06-24 11:33:08,
108,7b38e896873d4e9dbf31dff938d8b1c3,	10555200,,普通用户,其他,其他,	moonxbt,BTC,买涨,杠杆模式,10.000000,10.000000,10.000000,10.000000,32754.94000000,0.003052,39078.70000000,29960.33000000,32712.04250000,-0.130923,0.050000,0.000000,0.060000,0.000000,是,Web,2021-06-24 11:33:07,
109,6110d9c2f9194c65bd7c71165f9c618b,	10555200,,普通用户,其他,其他,	moonxbt,BTC,买涨,杠杆模式,10.000000,10.000000,10.000000,10.000000,32754.94000000,0.003052,39078.70000000,29960.33000000,32712.04250000,-0.130923,0.050000,0.000000,0.060000,0.000000,是,Web,2021-06-24 11:33:07,
110,0fafa2ff95f34b2499898731e786a3c6,	10555200,,普通用户,其他,其他,	moonxbt,BTC,买涨,杠杆模式,10.000000,10.000000,10.000000,10.000000,32752.68250000,0.003053,39078.70000000,29960.33000000,32712.04250000,-0.124073,0.050000,0.000000,0.060000,0.000000,是,Web,2021-06-24 11:33:06,
111,39e1cc98d91c4c78b58d2eea9721bbe2,	10555200,,普通用户,其他,其他,	moonxbt,BTC,买涨,杠杆模式,10.000000,10.000000,10.000000,10.000000,32752.68250000,0.003053,39078.70000000,29960.33000000,32712.04250000,-0.124073,0.050000,0.000000,0.060000,0.000000,是,Web,2021-06-24 11:33:06,
112,2ad59f34b53b455ba8e435839b15cae3,	10555200,,普通用户,其他,其他,	moonxbt,BTC,买涨,杠杆模式,10.000000,10.000000,10.000000,10.000000,32752.68250000,0.003053,39078.70000000,29960.33000000,32712.04250000,-0.124073,0.050000,0.000000,0.060000,0.000000,是,Web,2021-06-24 11:33:05,
113,2a4103041fe541229f6ec252620b91e9,	10555200,,普通用户,其他,其他,	moonxbt,BTC,买涨,杠杆模式,10.000000,10.000000,10.000000,10.000000,32752.68250000,0.003053,39078.70000000,29960.33000000,32712.04250000,-0.124073,0.050000,0.000000,0.060000,0.000000,是,Web,2021-06-24 11:33:05,
114,2e9078dcd1134d0fb9b93993ae0cbced,	10555200,,普通用户,其他,其他,	moonxbt,BTC,买涨,杠杆模式,10.000000,10.000000,10.000000,10.000000,32752.68250000,0.003053,39078.70000000,29960.33000000,32712.04250000,-0.124073,0.050000,0.000000,0.060000,0.000000,是,Web,2021-06-24 11:33:04,
115,5c31ced10e6a460fa79f7a99af6e1d81,	10555200,,普通用户,其他,其他,	moonxbt,BTC,买涨,杠杆模式,10.000000,10.000000,10.000000,10.000000,32752.68250000,0.003053,39078.70000000,29960.33000000,32712.04250000,-0.124073,0.050000,0.000000,0.060000,0.000000,是,Web,2021-06-24 11:33:04,
116,b474c5b1ddeb446f919b4aaa287c94c5,	10555200,,普通用户,其他,其他,	moonxbt,BTC,买涨,杠杆模式,10.000000,10.000000,10.000000,10.000000,32761.25500000,0.003052,39078.70000000,29960.33000000,32712.04250000,-0.150196,0.050000,0.000000,0.060000,0.000000,是,Web,2021-06-24 11:33:03,
117,61f1f36489504b5996469630bb276ebd,	10555200,,普通用户,其他,其他,	moonxbt,BTC,买涨,杠杆模式,10.000000,10.000000,10.000000,10.000000,32760.20500000,0.003052,39078.70000000,29960.33000000,32712.04250000,-0.146991,0.050000,0.000000,0.060000,0.000000,是,Web,2021-06-24 11:33:02,
118,434ebb84e2264ff2b5b83174c1fcdb32,	10555200,,普通用户,其他,其他,	moonxbt,BTC,买涨,杠杆模式,10.000000,10.000000,10.000000,10.000000,32760.20500000,0.003052,39078.70000000,29960.33000000,32712.04250000,-0.146991,0.050000,0.000000,0.060000,0.000000,是,Web,2021-06-24 11:33:02,
119,99f2477449c345dd84b12a6d1c1f5c2a,	10555200,,普通用户,其他,其他,	moonxbt,BTC,买涨,杠杆模式,10.000000,10.000000,10.000000,10.000000,32760.75250000,0.003052,39078.70000000,29960.33000000,32712.04250000,-0.148662,0.050000,0.000000,0.060000,0.000000,是,Web,2021-06-24 11:33:01,
120,ebb93cafd0774b7a9c93099ec4901bd1,	10555200,,普通用户,其他,其他,	moonxbt,BTC,买涨,杠杆模式,10.000000,10.000000,10.000000,10.000000,32760.75250000,0.003052,39078.70000000,29960.33000000,32712.04250000,-0.148662,0.050000,0.000000,0.060000,0.000000,是,Web,2021-06-24 11:33:01,
121,41305bac7b0b4e25833272d0db4d6fa1,	10555200,,普通用户,其他,其他,	moonxbt,BTC,买涨,杠杆模式,10.000000,10.000000,10.000000,10.000000,32758.47250000,0.003052,39078.70000000,29960.33000000,32712.04250000,-0.141704,0.050000,0.000000,0.060000,0.000000,是,Web,2021-06-24 11:33:00,
122,8a64f46744e84f5aa5bf9332fda4fdfd,	10555200,,普通用户,其他,其他,	moonxbt,BTC,买涨,杠杆模式,10.000000,10.000000,10.000000,10.000000,32758.47250000,0.003052,39078.70000000,29960.33000000,32712.04250000,-0.141704,0.050000,0.000000,0.060000,0.000000,是,Web,2021-06-24 11:33:00,
123,9b7833597ee24129b9962325e256baa6,	10555200,,普通用户,其他,其他,	moonxbt,BTC,买涨,杠杆模式,10.000000,10.000000,10.000000,10.000000,32762.74750000,0.003052,39078.70000000,29960.33000000,32712.04250000,-0.154751,0.050000,0.000000,0.060000,0.000000,是,Web,2021-06-24 11:32:59,
124,351974a5ffa246fab472dd9b257e078f,	10555200,,普通用户,其他,其他,	moonxbt,BTC,买涨,杠杆模式,10.000000,10.000000,10.000000,10.000000,32762.74750000,0.003052,39078.70000000,29960.33000000,32712.04250000,-0.154751,0.050000,0.000000,0.060000,0.000000,是,Web,2021-06-24 11:32:59,
125,fd7b8aee08894823ad439abe026dd7ac,	10555200,,普通用户,其他,其他,	moonxbt,BTC,买涨,杠杆模式,10.000000,10.000000,10.000000,10.000000,32762.10000000,0.003052,39078.70000000,29960.33000000,32712.04250000,-0.152775,0.050000,0.000000,0.060000,0.000000,是,Web,2021-06-24 11:32:58,
126,2c6faebc7a5c4c34a3d2c6149a57adc9,	10555200,,普通用户,其他,其他,	moonxbt,BTC,买涨,杠杆模式,10.000000,10.000000,10.000000,10.000000,32762.10000000,0.003052,39078.70000000,29960.33000000,32712.04250000,-0.152775,0.050000,0.000000,0.060000,0.000000,是,Web,2021-06-24 11:32:58,
127,9cbb5cf744814c95bb89dc37768b49c3,	10555200,,普通用户,其他,其他,	moonxbt,BTC,买涨,杠杆模式,10.000000,10.000000,10.000000,10.000000,32758.12500000,0.003052,39078.70000000,29960.33000000,32712.04250000,-0.140643,0.050000,0.000000,0.060000,0.000000,是,Web,2021-06-24 11:32:57,
128,b26c993de011463caa16cb1ec1a08666,	10555200,,普通用户,其他,其他,	moonxbt,BTC,买涨,杠杆模式,10.000000,10.000000,10.000000,10.000000,32758.12500000,0.003052,39078.70000000,29960.33000000,32712.04250000,-0.140643,0.050000,0.000000,0.060000,0.000000,是,Web,2021-06-24 11:32:57,
129,41a12a095e364df7b4ffb994cdc5f422,	10555200,,普通用户,其他,其他,	moonxbt,BTC,买涨,杠杆模式,10.000000,10.000000,10.000000,10.000000,32750.30500000,0.003053,39078.70000000,29960.33000000,32712.04250000,-0.116815,0.050000,0.000000,0.060000,0.000000,是,Web,2021-06-24 11:32:56,
130,82ee56d4a62a4de9b94f4a953eafda71,	10555200,,普通用户,其他,其他,	moonxbt,BTC,买涨,杠杆模式,10.000000,10.000000,10.000000,10.000000,32750.30500000,0.003053,39078.70000000,29960.33000000,32712.04250000,-0.116815,0.050000,0.000000,0.060000,0.000000,是,Web,2021-06-24 11:32:56,
131,47dffbef5b394a2bb411ec15d607a71c,	10555200,,普通用户,其他,其他,	moonxbt,BTC,买涨,杠杆模式,10.000000,10.000000,10.000000,10.000000,32745.01750000,0.003053,39078.70000000,29960.33000000,32712.04250000,-0.100672,0.050000,0.000000,0.060000,0.000000,是,Web,2021-06-24 11:32:55,
132,7ad3339b83cb4f9da32f2afb6d8b00ed,	10555200,,普通用户,其他,其他,	moonxbt,BTC,买涨,杠杆模式,10.000000,10.000000,10.000000,10.000000,32745.01750000,0.003053,39078.70000000,29960.33000000,32712.04250000,-0.100672,0.050000,0.000000,0.060000,0.000000,是,Web,2021-06-24 11:32:55,
133,99577235c1244886ac43602e4e3aebd9,	10555200,,普通用户,其他,其他,	moonxbt,BTC,买涨,杠杆模式,10.000000,10.000000,10.000000,10.000000,32736.24250000,0.003054,39078.70000000,29960.33000000,32712.04250000,-0.073906,0.050000,0.000000,0.060000,0.000000,是,Web,2021-06-24 11:32:54,
134,a133e7b18294490eb21a02ede1ef3c44,	10555200,,普通用户,其他,其他,	moonxbt,BTC,买涨,杠杆模式,10.000000,10.000000,10.000000,10.000000,32736.24250000,0.003054,39078.70000000,29960.33000000,32712.04250000,-0.073906,0.050000,0.000000,0.060000,0.000000,是,Web,2021-06-24 11:32:54,
135,53cc8cccc7db4342af87973ff772b8b9,	10555200,,普通用户,其他,其他,	moonxbt,BTC,买涨,杠杆模式,10.000000,10.000000,10.000000,10.000000,32731.48000000,0.003055,39078.70000000,29960.33000000,32712.04250000,-0.059381,0.050000,0.000000,0.060000,0.000000,是,Web,2021-06-24 11:32:53,
136,a4dc476b6ff941028de500b57e7012a8,	10555200,,普通用户,其他,其他,	moonxbt,BTC,买涨,杠杆模式,10.000000,10.000000,10.000000,10.000000,32731.48000000,0.003055,39078.70000000,29960.33000000,32712.04250000,-0.059381,0.050000,0.000000,0.060000,0.000000,是,Web,2021-06-24 11:32:53,
137,c7295f37140047ab8a28aa2aa75aaed0,	10555200,,普通用户,其他,其他,	moonxbt,BTC,买涨,杠杆模式,10.000000,10.000000,10.000000,10.000000,32730.79750000,0.003055,39078.70000000,29960.33000000,32712.04250000,-0.057296,0.050000,0.000000,0.060000,0.000000,是,Web,2021-06-24 11:32:52,
138,f634cb4256ee421489c7895d38fe3350,	10555200,,普通用户,其他,其他,	moonxbt,BTC,买涨,杠杆模式,10.000000,10.000000,10.000000,10.000000,32730.79750000,0.003055,39078.70000000,29960.33000000,32712.04250000,-0.057296,0.050000,0.000000,0.060000,0.000000,是,Web,2021-06-24 11:32:52,
139,e64c84dbbcae443eabdc9f46319f6b7a,	10555200,,普通用户,其他,其他,	moonxbt,BTC,买涨,杠杆模式,10.000000,10.000000,10.000000,10.000000,32724.10750000,0.003055,39078.70000000,29960.33000000,32712.04250000,-0.036858,0.050000,0.000000,0.060000,0.000000,是,Web,2021-06-24 11:32:51,
140,4ec2d058d02846ca9f6016794741ca1e,	10555200,,普通用户,其他,其他,	moonxbt,BTC,买涨,杠杆模式,10.000000,10.000000,10.000000,10.000000,32724.10750000,0.003055,39078.70000000,29960.33000000,32712.04250000,-0.036858,0.050000,0.000000,0.060000,0.000000,是,Web,2021-06-24 11:32:51,
141,af4c8c1105d44537910e23dd12254dc8,	10555200,,普通用户,其他,其他,	moonxbt,BTC,买涨,杠杆模式,10.000000,10.000000,10.000000,10.000000,32730.79750000,0.003055,39078.70000000,29960.33000000,32712.04250000,-0.057296,0.050000,0.000000,0.060000,0.000000,是,Web,2021-06-24 11:32:50,
142,aa18874e3b3c42caa25b32f40dac2730,	10555200,,普通用户,其他,其他,	moonxbt,BTC,买涨,杠杆模式,10.000000,10.000000,10.000000,10.000000,32730.79750000,0.003055,39078.70000000,29960.33000000,32712.04250000,-0.057296,0.050000,0.000000,0.060000,0.000000,是,Web,2021-06-24 11:32:50,
143,fd307d2ce6b6479d98ddb0d76255ef20,	10555200,,普通用户,其他,其他,	moonxbt,BTC,买涨,杠杆模式,10.000000,10.000000,10.000000,10.000000,32732.57000000,0.003055,39078.70000000,29960.33000000,32712.04250000,-0.062711,0.050000,0.000000,0.060000,0.000000,是,Web,2021-06-24 11:32:49,
144,0ae3c00296da451295583f2a83cfe629,	10555200,,普通用户,其他,其他,	moonxbt,BTC,买涨,杠杆模式,10.000000,10.000000,10.000000,10.000000,32732.57000000,0.003055,39078.70000000,29960.33000000,32712.04250000,-0.062711,0.050000,0.000000,0.060000,0.000000,是,Web,2021-06-24 11:32:49,
145,ed6419d5cedc49b183ba1601dcff09e0,	10555200,,普通用户,其他,其他,	moonxbt,BTC,买涨,杠杆模式,10.000000,10.000000,10.000000,10.000000,32732.57000000,0.003055,39078.70000000,29960.33000000,32712.04250000,-0.062711,0.050000,0.000000,0.060000,0.000000,是,Web,2021-06-24 11:32:48,
146,f88b22eb65964bbc9120adce73b22bae,	10555200,,普通用户,其他,其他,	moonxbt,BTC,买涨,杠杆模式,10.000000,10.000000,10.000000,10.000000,32732.57000000,0.003055,39078.70000000,29960.33000000,32712.04250000,-0.062711,0.050000,0.000000,0.060000,0.000000,是,Web,2021-06-24 11:32:48,
147,b7a1f5feaa1d42dd8608d3e32a26795c,	10555200,,普通用户,其他,其他,	moonxbt,BTC,买涨,杠杆模式,10.000000,10.000000,10.000000,10.000000,32732.57000000,0.003055,39078.70000000,29960.33000000,32712.04250000,-0.062711,0.050000,0.000000,0.060000,0.000000,是,Web,2021-06-24 11:32:47,
148,d1830c3738a04ea9b7335205e1527fbb,	10555200,,普通用户,其他,其他,	moonxbt,BTC,买涨,杠杆模式,10.000000,10.000000,10.000000,10.000000,32732.57000000,0.003055,39078.70000000,29960.33000000,32712.04250000,-0.062711,0.050000,0.000000,0.060000,0.000000,是,Web,2021-06-24 11:32:47,
149,bd3a1f25c66e466b8505bbadc0312a06,	10555200,,普通用户,其他,其他,	moonxbt,BTC,买涨,杠杆模式,10.000000,10.000000,10.000000,10.000000,32736.56750000,0.003054,39078.70000000,29960.33000000,32712.04250000,-0.074899,0.050000,0.000000,0.060000,0.000000,是,Web,2021-06-24 11:32:46,
150,a6990aae23ce4c7da38fe624368023ae,	10555200,,普通用户,其他,其他,	moonxbt,BTC,买涨,杠杆模式,10.000000,10.000000,10.000000,10.000000,32736.56750000,0.003054,39078.70000000,29960.33000000,32712.04250000,-0.074899,0.050000,0.000000,0.060000,0.000000,是,Web,2021-06-24 11:32:46,
151,a67a665914d74e7ba7c7881696f62e4f,	10555200,,普通用户,其他,其他,	moonxbt,BTC,买涨,杠杆模式,10.000000,10.000000,10.000000,10.000000,32738.21750000,0.003054,39078.70000000,29960.33000000,32712.04250000,-0.079938,0.050000,0.000000,0.060000,0.000000,是,Web,2021-06-24 11:32:45,
152,831b094b77b94578821dcc93ec9f41b7,	10555200,,普通用户,其他,其他,	moonxbt,BTC,买涨,杠杆模式,10.000000,10.000000,10.000000,10.000000,32738.46500000,0.003054,39078.70000000,29960.33000000,32712.04250000,-0.080694,0.050000,0.000000,0.060000,0.000000,是,Web,2021-06-24 11:32:45,
153,4790488119604fb4b09196ec9bac6068,	10555200,,普通用户,其他,其他,	moonxbt,BTC,买涨,杠杆模式,10.000000,10.000000,10.000000,10.000000,32738.21750000,0.003054,39078.70000000,29960.33000000,32712.04250000,-0.079938,0.050000,0.000000,0.060000,0.000000,是,Web,2021-06-24 11:32:45,
